物料编码;零部件编号;零部件名称;图纸编号/图纸备注;材料/规格;单位;数量;采购类别;VENDOR;标准质保（类别）;海外标准质保要求;标准质保;海外协议签署情况;通则签署情况;供应商质保;标准质保差;质保需求;质保差;故障率;工时;成本价;售后成本;标准质保差;标准质保为1年的延保材料费;标准质保为1年的延保工时费;标准质保为2年的延保材料费;标准质保为2年的延保工时费;标准质保为5年的延保材料费;标准质保为5年的延保工时费;延保换件材料费;延保换件工时费;类别;备注;Vendor Description;P/N(供应商零部件编号);第二供应商信息;Second Vendor Description;SORT;Assembly Station(装配位置);Remark(备注);Remark English Description;New developed part(是否为新开发件);Technical state confirmation(技术状态确定);Section(科室);部门
11238259-00;K9A-4123041;LED灯管小线1;;;;;;广东比亚迪节能科技有限公司_六部_LED应用工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11238260-00;K9A-4123042;LED灯管小线2;;;;;;广东比亚迪节能科技有限公司_六部_LED应用工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11243864-00;K7M-3419010;转向垂臂总成;;;;;;江苏罡阳转向系统有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11248291-00;K9M-5207116;洗涤壶水管;;;;;;DOGA;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
11262635-00;K9M-1303236B;软管17;;;;;;上海新上橡汽车胶管有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11262648-00;K9M-1303222B;K9M-1303222B_注水软管1_M00000;;;;;;上海新上橡汽车胶管有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11264089-00;KD1-1303214B;K9M-1303211B_软管1_M00000;;;;;;上海新上橡汽车胶管有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11264628-00;MFT-02-001;双泡密封条1;;;;2,43;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
11265132-00;K9M-1303253B;K9M-1303253B_软管27_M00000;;;;;;上海新上橡汽车胶管有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11273604-00;BYDQ304A22T13F32AP1.5;BYDQ304A22T13F32AP1.5_车轮螺母总成;;;;;;上海埃姆哈特紧固系统有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11276382-00;EVR40CI-A_800V_40A;功率继电器_EVR40CI-A_800V_40A;;;;;;十四部长沙电动汽车研究所;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11279267-00;TK-5107111;木胶合板;;;;;;UPM;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11282073-00;K9A-1315114A;注水三通;;;;;;天津市鹤鼎工贸有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11310345-00;170M1809-1000V-125A;保险丝_170M1809-1000V-125A-不可恢复;;;;;;十四部长沙电动汽车研究所;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11344080-00;RVC.218X1-1/2;保护套;;;;;;佛山市方普防护技术有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11396287-00;J9-3772400;J9-3772400_仪表小开关组4_M00666;;;;;;十五部深圳电器工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11397460-00;K8SR-3774010;K8SR-3774010_组合开关_M00000;;;;;;VALEO;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11403700-00;BYDQ4490621F39;结构型沉头盲拉铆钉;;;;;;奥科宁克紧固件系统(苏州)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
11407049-00;CHA-HB03553;组合垫圈6;;;;;;耐力股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
11408417-00;K11U-3774010;K11U-3774010_组合开关_M00666;;;;;;十五部西安电器厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11411103-00;K11U-3402010A;K11U-3402010A_转向盘总成_M00666;;;;;;十五部深圳气囊工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11411349-00;K11U-3774100;组合开关;;;;;;第十五事业部气囊深圳工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11414761-00;K6C-8101912;K6C-8101912_除霜除雾风管2_M00000;;;;;;郑州宇晟汽车产品科技开发有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11427858-00;BYDQ682B24N;两孔管夹;;;;;;江西天昊汽车部件有限公司/慈溪市贝斯特汽车零部件有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11437707-00;TK-6109113;限位块3;;;;4;;东莞市华创橡胶制品有限公司/河北昊能汽车配件科技有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
11441183-00;KB-3703120A;蓄电池压板;;;;;;广州盛吉五金制品有限公司/丹阳长江汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11442327-00;1000×1000×25mm;吸音棉;;;;;;东莞市双宇新材料科技有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
11447434-00;K11U-3774010A;K11U-3774010A_组合开关_M00666;;;;;;十五部西安电器厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11447481-00;K11U-3772100;K11U-3772100_仪表小开关组1_M00666;;;;;;十五部西安电器厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11447482-00;K11U-3772020;K11U-3772020_2#开关组及装饰板总成_M00666;;;;;;十五部西安电器厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11449190-00;K11U-3414030;K11U-3414030_转向管柱总成_M00666;;;;;;弗迪科技深圳气囊工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11449192-00;K11U-5306300;K11U-5306300_出风口总成_M00000;;;;;;十五部深圳气囊工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11449193-00;K11U-5306211;主功能仪表板上壳体;;;;;;聿伦（上海）实业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11449194-00;K11U-5306212;K11U-5306212_主功能仪表板下壳体;;;;;;聿伦（上海）实业有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11449195-00;K11U-5306213;K11U-5306213_主功能仪表板遮阳板_M00000;;;;;;十五部深圳气囊工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11449196-00;K11U-5306811;K11U-5306811_组合开关罩左侧_M00000;;;;;;十五部深圳气囊工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11449220-00;K11U-5306812;K11U-5306812_组合开关罩右侧_M00000;;;;;;十五部深圳气囊工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11449222-00;K11U-5205218;线束固定器;;;;;;第十五事业部气囊深圳工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11458373-00;K9-4016254;装饰胶套Ⅲ;;;;;;河北红兴橡胶密封件有限公司/东莞市华创橡胶制品有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11462234-00;Φ8×1;尼龙管;;;;42;;河北三丰橡塑制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11465874-00;RSZ307-000-L2N-125A-1000V;保险丝_RSZ307-000-L2N-125A-1000V;;;;;;十四部长沙电动汽车研究所;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11470589-00;BYDQ372C0819F32;六角通孔铆螺母;;;;;;无锡市三星铆钉厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
11474979-00;K9W-2906300;前横向稳定杆安装座;;;;;;上海科曼车辆部件系统股份有限公司;动力系统;;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11476209-00;K9-4016257;Φ35胶套厚度10;;;;2;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11476210-00;K9-4016258;胶套Φ45厚度10;;;;5;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11489882-00;TK-3513722D;钢带抱箍总成;;;;2;;天津市鹤鼎工贸有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11489914-00;TK-3513721D;钢带抱箍总成;;;;2;;天津市鹤鼎工贸有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11489931-00;TK-3513724D;钢带抱箍总成;;;;2;;天津市鹤鼎工贸有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
11497265-00;K9MC-5207114;三通管;;;;1;;DOGA Italia SRL/ 道佳(南通)汽车零配件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11500659-00;K9F-3721020;K9F-3721020_低音喇叭_M00000;;;;;;湖北三环汽车电器有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11507275-00;C9C-3568020C;前桥桥控模块;;;;1;;采埃孚商用车系统（青岛）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
11507276-00;C9C-3568030C;后桥桥控模块;;;;1;;采埃孚商用车系统（青岛）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
11507287-00;C9C-3568010C;脚阀;;;;;;采埃孚商用车系统（青岛）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11512538-00;RS306-01-FT5Z_400A_1250V;熔断器_RS306-01-FT5Z_400A_1250V;;;;;;十四部深圳电控工厂;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11513998-00;K11M-1303217B;K11M-1303217B_软管7_M00000;;;;;;上海新上橡汽车胶管有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11517105-00;K6C-4002919;控制器搭铁线;;;;20;;长沙市比亚迪汽车有限公司_十五部_长沙线束工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
11517264-00;C9C-3568050C;ESC模块;;;;;;采埃孚商用车系统(青岛)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11518849-00;TK-6207117;非标舱门密封条;;;;2;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
11518850-00;TK-6207118;欧标舱门密封条;;;;;;东莞市华创橡胶制品有限公司/河北昊能汽车配件科技有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
11519087-00;K6C-3541050;橡胶减震垫;;;;4;;河南恒发科技股份有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11521866-00;C6-3408010;C6-3408010_动力转向油罐带支架总成_M00000;;;;;;靖江惠众汽车零部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11524385-00;Q32206LT2F6;六角螺母和加大锥形弹性垫圈组合件;;;;71;;上海上标集团紧固件有限公司/温州市尖端标准件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11537710-00;K9-3512020C;检测接头;;;;;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
11537712-00;BYDQ89A0816T51F;螺纹直插接头体;;;;;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537714-00;BYDQ89A1222T51F;螺纹直插接头体;;;;5;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537715-00;BYDQ89A1216T51F;螺纹直插接头体;;;;;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537716-00;BYDQ89A1622;螺纹直插接头体;;;;1;;康斯博格汽车部件(无锡)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11537718-00;BYDQ89A1616;BYDQ89A1616_螺纹直插接头体;;;;;;康斯博格汽车部件(无锡)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11537727-00;BYDQ89BB1205;无螺纹直插接头体;;;;2;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537728-00;BYDQ89BB0805;无螺纹直插接头体;;;;2;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537729-00;BYDQ89BC1606;无螺纹直插接头体;;;;1;;康斯博格汽车部件(无锡)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11537730-00;BYDQ89CC1606;无螺纹直角直插接头体;;;;1;;康斯博格汽车部件(无锡)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11537731-00;BYDQ89CB0805;无螺纹直角直插接头体;;;;4;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537732-00;BYDQ89CB1205;无螺纹直角直插接头体;;;;2;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537733-00;BYDQ89DB05;T型母体接头体;;;;1;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537734-00;BYDQ89DC06;T型母体接头体;;;;;;康斯博格汽车部件(无锡)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11537735-00;BYDQ89EB05;F型母体接头体;;;;2;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537737-00;BYDQ89FB05;直通母体接头体;;;;1;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537738-00;BYDQ89GB05;135度母体接头体;;;;5;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537739-00;BYDQ89GC06;135度母体接头体;;;;1;;康斯博格汽车部件(无锡)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11537742-00;BYDQ89JB0516T51F;螺纹过渡接头;;;;10;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537743-00;BYDQ89JB0522T51F;螺纹过渡接头;;;;42;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537744-00;BYDQ89JB0510;螺纹过渡接头;;;;6;;康斯博格汽车部件(无锡)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11537745-00;BYDQ89JC0622;螺纹过渡接头;;;;4;;康斯博格汽车部件(无锡)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11537746-00;BYDQ89JC0616;螺纹过渡接头;;;;;;康斯博格汽车部件(无锡)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11537747-00;BYDQ89KB0522;内螺纹过渡接头;;;;5;;康斯博格汽车部件(无锡)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11537751-00;BYDQ89KB0516T51F;螺纹过渡接头;;;;2;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
11537754-00;BYDQ8692212;内外螺纹过渡接头;;;;1;;康斯博格汽车部件(无锡)有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11537755-00;BYDQ80222T51F;卡套式管接头用六角薄螺母;;;;9;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11537772-00;BYDQ617B22T51FP1.5;六角头螺塞;;;;10;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11538234-00;BYDQ80218T51F;卡套式管接头用六角薄螺母;;;;9;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
11539408-00;K9UB-4123040A;LED灯管及安装座总成;;;;;;广东比亚迪节能科技有限公司_六部_LED应用工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11539426-00;K9UB-4123040;LED灯管及安装座总成;;;;;;广东比亚迪节能科技有限公司_六部_LED应用工厂;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11540474-00;K11U-8102825;除霜除雾风管;;;;;;陕西欧迪亚;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11544059-00;K9-4016218B;胶套Φ30厚度9;;;;2;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11544060-00;K9-4016218A;侧标志灯小线过孔胶套Φ30;;;;1;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11544063-00;K9-4016216A;胶套Φ70厚度1.5;;;;2;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11548550-00;MFT-03-007;密封条_MFT-03-007_EPDM_扇型;;;;0,65;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
11550845-00;K9-4016711A;三相线波纹管编织套管;;;;3;;深圳市振恺塑胶五金有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
11552227-00;TK-6205137;TK-6205137_拉环锁_M00000;;;;;;温州华弘汽车锁系统有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11552559-00;KB-3792890;钱箱灯开关;;;;;;;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11561180-00;KB-3703132;蓄电池支撑圆环;;;;;;丹阳市长江汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11562505-00;BYDQ89R221622T51F;隔壁式螺纹接头;;;;2;;康斯博格汽车部件（无锡）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
11563892-00;/;保险丝_RS308-PV-6FB_1500V_32A;;;;;;比亚迪汽车工业有限公司_十四部_深圳电控工厂;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电;;;;;;;
11564546-00;K9F-5712135;粘结密封条;;;;1;;东莞市华创橡胶制品有限公司/河北昊能汽车配件科技有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
11568053-00;Q1841035T1F6;Q1841035T1F6_六角法兰面螺栓_M10×1.5,8.8;;;;;;上海上标集团紧固件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11583679-00;11URD70D11A0;熔断器_11URD70D11A0_400A_1100V;;;;;;比亚迪汽车工业有限公司第十四事业部电控工厂;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11596102-00;MFT-97-A;塑胶条;;;;2,3;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
11614053-00;C9C-3635010;EBS 电控单元;;;;;;威伯科汽车控制系统（中国）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11617312-00;K9A-2110020;DC-DC变换器总成;;;;1;;纽福克斯光电科技（上海）有限公司;power control;;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11619713-00;Q2140416T30F;十字槽盘头螺钉;;;;2;;上海上标集团紧固件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
11621301-00;BYDQ1461025T30F;六角头螺栓、弹簧垫圈和平垫圈组合件_M10×1.5，不锈钢A2-70，全螺纹;;;;;;上海上标集团紧固件有限公司/温州市尖端标准件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11630916-00;K9M-7917074A;内显示牌;;;;;;上海科曼车辆部件系统股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11630936-00;K9F-2916211;K9F-2916211_圆衬套_M00000;;;;;;上海科曼车辆部件系统股份有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11631176-00;K9F-2919010;K9F-2919010_后推力杆总成Ⅰ_M00000;;;;;;上海科曼车辆部件系统股份有限公司;动力系统;;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11631177-00;K9F-2919020;K9F-2919020_后推力杆总成Ⅱ_M00000;;;;;;上海科曼车辆部件系统股份有限公司;动力系统;;60months/500000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11662447-00;TK-5207113;雨刮片3;;;;;;道佳(南通)汽车零配件有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11676170-00;BYDQ1460830T30F;六角头螺栓、弹簧垫圈和平垫圈组合件;;;;;;上海上标集团紧固件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
11676254-00;KA4-3511010;冷凝器总成;;;;1;;瀚德汽车产品（苏州）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
11688245-00;Q1840630T1F61K;六角法兰面螺栓;;;;4;;浙江云端汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
11688249-00;Q1460620T1F61K;六角头螺栓、弹簧垫圈和平垫圈组合件;;;;16;;浙江云端汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
11688261-00;Q1840625T1F61K;六角法兰面螺栓;;;;4;;浙江云端汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11691430-00;TK-6109117;TK-6109117_限位块7_M00000;;;;;;东莞市华创橡胶制品有限公司;易损易耗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11692951-00;Q1840616T1F61K;六角法兰面螺栓;;;;20;;浙江云端汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11692953-00;Q1840820T1F61K;六角法兰面螺栓;;;;4;;浙江云端汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11692955-00;Q1840816T1F61K;六角法兰面螺栓;;;;12;;上海上标集团紧固件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
11692956-00;Q1840620T1F61K;六角法兰面螺栓;;;;4;;浙江云端汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11692958-00;Q1460625T1F61K;六角头螺栓、弹簧垫圈和平垫圈组合件;;;;8;;浙江云端汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
11692960-00;Q1460825T1F61K;六角头螺栓,弹簧垫圈和平垫圈组合件;;;;8;;温州市尖端标准件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
11692965-00;Q1840825T1F61K;六角法兰面螺栓;;;;8;;浙江云端汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11692989-00;Q32008T2F61K;六角法兰面螺母;;;;18;;浙江云端汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11692994-00;Q32005T2F61K;六角法兰面螺母;;;;8;;常熟市常力紧固件有限公司,上海上标集团紧固件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
11693039-00;Q32006T2F61K;六角法兰面螺母;;;;4;;浙江云端汽车部件有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
11714115-00;SEQ05-3630020;SEQ05-3630020_轮速传感器_M00000;;;;;;采埃孚传动技术（苏州）有限公司;BASIC;;24months/200000KM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
